DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/08/2016,7:24,BROOKLYN,11201,40.6860827,-73.9909028,"(40.6860827, -73.9909028)",WYCKOFF STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457926,VAN,,,,
06/08/2016,7:20,,,,,,QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459899,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,7:20,BROOKLYN,11206,40.7084943,-73.9388628,"(40.7084943, -73.9388628)",MESEROLE STREET,BUSHWICK PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458683,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,7:10,,,40.7483506,-73.967859,"(40.7483506, -73.967859)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3459012,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,7:06,,,40.7224965,-73.8358121,"(40.7224965, -73.8358121)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458077,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,7:00,,,40.7541513,-73.7228746,"(40.7541513, -73.7228746)",,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3458741,PASSENGER VEHICLE,,,,
06/08/2016,7:00,STATEN ISLAND,10312,40.5483773,-74.1892979,"(40.5483773, -74.1892979)",WOODROW ROAD,JEFFERSON BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459669,PASSENGER VEHICLE,,,,
06/08/2016,7:00,MANHATTAN,10035,40.8076539,-73.9392486,"(40.8076539, -73.9392486)",EAST 128 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458390,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,7:00,BRONX,10465,40.8245695,-73.8390967,"(40.8245695, -73.8390967)",LAFAYETTE AVENUE,BRUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460386,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:56,MANHATTAN,10022,40.760229,-73.9615205,"(40.760229, -73.9615205)",EAST 60 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458361,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:55,BROOKLYN,11211,40.7105878,-73.9550998,"(40.7105878, -73.9550998)",BORINQUEN PLACE,RODNEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3458678,PASSENGER VEHICLE,BICYCLE,,,
06/08/2016,6:50,,,,,,188 STREET,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3459538,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:45,,,40.7291709,-73.8397778,"(40.7291709, -73.8397778)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458847,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:45,QUEENS,11420,40.6790429,-73.8054244,"(40.6790429, -73.8054244)",116 AVENUE,135 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:45,QUEENS,11374,40.7210674,-73.8619049,"(40.7210674, -73.8619049)",DIETERLE CRESCENT,65 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458140,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:41,MANHATTAN,10028,40.7741554,-73.952887,"(40.7741554, -73.952887)",,,349 EAST 81 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:36,BRONX,10465,40.8782895,-73.8700582,"(40.8782895, -73.8700582)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457709,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:30,,,,,,EASTERN PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:30,,,,,,149 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458740,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:30,BRONX,10474,40.8118916,-73.8906166,"(40.8118916, -73.8906166)",,,610 TIFFANY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457651,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:30,BRONX,10474,40.8076285,-73.8714713,"(40.8076285, -73.8714713)",,,355 FOOD CENTER DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3467197,PASSENGER VEHICLE,,,,
06/08/2016,6:20,,,,,,UNION STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458841,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:20,,,,,,BELT PKWY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458050,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:20,QUEENS,11385,40.7058065,-73.8816511,"(40.7058065, -73.8816511)",,,69-44 71 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458008,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:10,,,40.7480679,-73.8491726,"(40.7480679, -73.8491726)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3458846,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
06/08/2016,6:10,BRONX,10470,40.8977983,-73.8672457,"(40.8977983, -73.8672457)",,,4275 KATONAH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458485,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
06/08/2016,6:05,,,,,,WEST 107 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457589,PASSENGER VEHICLE,OTHER,,,
06/08/2016,6:00,,,,,,,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,,,,,3458174,PASSENGER VEHICLE,,,,
06/08/2016,6:00,,,,,,55 AVENUE,64 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458013,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:00,QUEENS,11422,40.6764863,-73.726543,"(40.6764863, -73.726543)",131 AVENUE,HOOK CREEK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458739,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,6:00,BROOKLYN,11208,40.6908728,-73.8694462,"(40.6908728, -73.8694462)",,,968 JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458606,PASSENGER VEHICLE,OTHER,,,
06/08/2016,5:58,MANHATTAN,10065,40.7631141,-73.9625151,"(40.7631141, -73.9625151)",EAST 63 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458355,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,5:45,MANHATTAN,10017,40.7500991,-73.9749344,"(40.7500991, -73.9749344)",3 AVENUE,EAST 41 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3459693,PASSENGER VEHICLE,,,,
06/08/2016,5:30,MANHATTAN,10003,40.7291862,-73.9872492,"(40.7291862, -73.9872492)",EAST 9 STREET,2 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3461052,PASSENGER VEHICLE,,,,
06/08/2016,5:20,,,,,,WEST 42 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,5:06,,,40.767373,-73.9500574,"(40.767373, -73.9500574)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3459043,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,5:00,,,,,,CROSS BAY BOULEVARD,149 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458049,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,4:45,,,40.7319835,-73.919113,"(40.7319835, -73.919113)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470938,PASSENGER VEHICLE,OTHER,,,
06/08/2016,4:37,,,,,,ROEBLING STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457950,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,4:30,QUEENS,11418,40.6908418,-73.8445579,"(40.6908418, -73.8445579)",,,100-05 92 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457980,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,4:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3481346,PASSENGER VEHICLE,,,,
06/08/2016,21:30,MANHATTAN,10040,40.858045,-73.931076,"(40.858045, -73.931076)",,,671 WEST 193 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:25,,,,,,GRAND CONCOURSE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458528,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:15,BROOKLYN,11201,40.6997037,-73.9804639,"(40.6997037, -73.9804639)",NAVY STREET,SANDS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458648,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:10,MANHATTAN,10032,40.8303834,-73.940171,"(40.8303834, -73.940171)",WEST 155 STREET,SAINT NICHOLAS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460282,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:07,MANHATTAN,10021,40.7677045,-73.9579024,"(40.7677045, -73.9579024)",,,336 EAST 71 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,3458369,PASSENGER VEHICLE,,,,
06/08/2016,21:00,QUEENS,11368,40.7507179,-73.8587648,"(40.7507179, -73.8587648)",108 STREET,ROOSEVELT AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458911,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:00,BROOKLYN,11225,40.660611,-73.942612,"(40.660611, -73.942612)",MIDWOOD STREET,KINGSTON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3459349,PASSENGER VEHICLE,,,,
06/08/2016,21:00,BROOKLYN,11211,40.7115714,-73.94457,"(40.7115714, -73.94457)",,,706 GRAND STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458684,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,21:00,BROOKLYN,11234,40.6120748,-73.9277462,"(40.6120748, -73.9277462)",COLEMAN STREET,AVENUE S,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459254,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/08/2016,20:51,QUEENS,11412,40.703339,-73.7666542,"(40.703339, -73.7666542)",FARMERS BOULEVARD,109 ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458893,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:48,STATEN ISLAND,10304,40.629493,-74.0807568,"(40.629493, -74.0807568)",BEACH STREET,JACKSON STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3459651,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:47,,,,,,,,LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3459618,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/08/2016,20:45,MANHATTAN,10128,40.7813162,-73.9461296,"(40.7813162, -73.9461296)",EAST 93 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3458371,PASSENGER VEHICLE,,,,
06/08/2016,20:40,BROOKLYN,11213,40.6790346,-73.9385077,"(40.6790346, -73.9385077)",HERKIMER STREET,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:38,BROOKLYN,11203,40.6543162,-73.9221576,"(40.6543162, -73.9221576)",LINDEN BOULEVARD,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459299,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:37,,,,,,CHURCH AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459294,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:30,,,,,,ASHLAND PLACE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458661,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:30,MANHATTAN,10012,40.7208921,-73.9957503,"(40.7208921, -73.9957503)",MOTT STREET,KENMARE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:30,BROOKLYN,11219,40.6303364,-73.9934143,"(40.6303364, -73.9934143)",14 AVENUE,55 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3459272,PASSENGER VEHICLE,,,,
06/08/2016,20:29,MANHATTAN,10029,40.7979463,-73.9400231,"(40.7979463, -73.9400231)",3 AVENUE,EAST 116 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:20,MANHATTAN,10012,40.7206259,-73.9949711,"(40.7206259, -73.9949711)",KENMARE STREET,ELIZABETH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458249,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
06/08/2016,20:15,,,40.7450428,-73.7344888,"(40.7450428, -73.7344888)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458869,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:15,QUEENS,11415,40.7036554,-73.8224589,"(40.7036554, -73.8224589)",HILLSIDE AVENUE,130 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458704,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:10,,,,,,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458527,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:10,,,,,,17 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458827,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:10,MANHATTAN,10036,40.7655301,-73.9976715,"(40.7655301, -73.9976715)",WEST 48 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460143,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:06,,,,,,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:06,BRONX,10457,,,,RYER AVENUE,EAST 181 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458483,PASSENGER VEHICLE,OTHER,,,
06/08/2016,20:05,,,,,,EASTERN PARKWAY,PLAZA STREET EAST,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3467373,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,,,,,,LAUREL HILL BOULEVARD,65 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458814,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,QUEENS,11422,40.6782415,-73.7341105,"(40.6782415, -73.7341105)",131 AVENUE,234 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458766,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,QUEENS,11358,40.7612191,-73.8025781,"(40.7612191, -73.8025781)",,,163-30 NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,QUEENS,11101,40.7450696,-73.93635,"(40.7450696, -73.93635)",30 PLACE,THOMSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458816,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,BROOKLYN,11219,40.6246933,-74.0028783,"(40.6246933, -74.0028783)",,,6706 13 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3458565,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/08/2016,20:00,BRONX,10475,40.8830294,-73.8354763,"(40.8830294, -73.8354763)",,,3884 BOSTON ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,20:00,BRONX,10455,40.8190975,-73.914562,"(40.8190975, -73.914562)",ELTON AVENUE,EAST 154 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458449,PASSENGER VEHICLE,OTHER,,,
06/08/2016,1:34,,,,,,,EAST 46 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459006,PASSENGER VEHICLE,MOTORCYCLE,,,
06/08/2016,1:30,,,40.7864955,-73.7946223,"(40.7864955, -73.7946223)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3459563,PASSENGER VEHICLE,,,,
06/08/2016,1:18,BRONX,10451,40.8254388,-73.9159233,"(40.8254388, -73.9159233)",PARK AVENUE,TELLER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457675,PASSENGER VEHICLE,,,,
06/08/2016,1:16,,,40.8065,-73.9080205,"(40.8065, -73.9080205)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3459131,PASSENGER VEHICLE,,,,
06/08/2016,1:10,,,40.6210811,-74.0219825,"(40.6210811, -74.0219825)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459320,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,1:06,BROOKLYN,11212,40.6667461,-73.9129115,"(40.6667461, -73.9129115)",BOYLAND STREET,SUTTER AVENUE,,8,0,0,0,0,0,8,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3533128,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/08/2016,1:05,,,40.7816671,-73.9866887,"(40.7816671, -73.9866887)",,,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,,3457559,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/08/2016,1:05,MANHATTAN,10036,40.7634301,-73.9927008,"(40.7634301, -73.9927008)",WEST 48 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458339,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
06/08/2016,1:04,,,40.6572332,-74.0047726,"(40.6572332, -74.0047726)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3457855,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:55,,,,,,ALLEN STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458247,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460265,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:49,MANHATTAN,10005,40.7072203,-74.007459,"(40.7072203, -74.007459)",MAIDEN LANE,GOLD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461025,PASSENGER VEHICLE,,,,
06/08/2016,19:46,,,40.7862863,-73.8059671,"(40.7862863, -73.8059671)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:45,,,,,,UTICA AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460592,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:45,BROOKLYN,11205,40.6965716,-73.9584342,"(40.6965716, -73.9584342)",FRANKLIN AVENUE,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:33,,,,,,WEST 125 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458400,SMALL COM VEH(4 TIRES),,,,
06/08/2016,19:30,BRONX,10465,40.8322971,-73.8195536,"(40.8322971, -73.8195536)",LAFAYETTE AVENUE,VINCENT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3459159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:30,,,,,,MOHEGAN AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458508,PASSENGER VEHICLE,AMBULANCE,,,
06/08/2016,19:30,,,,,,CLERMONT AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458659,PASSENGER VEHICLE,PICK-UP TRUCK,,,
06/08/2016,19:30,,,40.7419379,-73.9726274,"(40.7419379, -73.9726274)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458273,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:30,,,40.6371908,-73.8791902,"(40.6371908, -73.8791902)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:29,MANHATTAN,10016,40.747925,-73.973607,"(40.747925, -73.973607)",2 AVENUE,EAST 39 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459017,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:29,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458446,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:25,,,,,,,,PENNSYLVANIA AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458604,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:20,,,,,,MILLER AVENUE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3462878,MOTORCYCLE,PASSENGER VEHICLE,,,
06/08/2016,19:20,,,,,,WYCKOFF AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:20,,,,,,FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3460591,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:20,,,40.8131266,-73.9652815,"(40.8131266, -73.9652815)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458401,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:19,,,,,,162 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458831,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:13,MANHATTAN,10037,40.8191422,-73.9371787,"(40.8191422, -73.9371787)",LENOX AVENUE,WEST 143 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459114,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:10,,,,,,LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3465141,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:06,QUEENS,11411,,,,115 AVENUE,223 STREET,,2,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,3458761,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/08/2016,19:06,,,40.7014547,-73.9896203,"(40.7014547, -73.9896203)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,3458647,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/08/2016,19:06,,,,,,LIBERTY AVENUE,,,1,0,3,0,0,0,0,0,Unspecified,,,,,3458719,PASSENGER VEHICLE,,,,
06/08/2016,19:06,,,40.6661463,-73.7591166,"(40.6661463, -73.7591166)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458764,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:05,MANHATTAN,10019,40.7615615,-73.9765905,"(40.7615615, -73.9765905)",,,33 WEST 54 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3460142,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
06/08/2016,19:00,,,,,,1 AVENUE,EAST 122 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3458396,BICYCLE,,,,
06/08/2016,19:00,QUEENS,11379,40.7163954,-73.886661,"(40.7163954, -73.886661)",69 PLACE,JUNIPER BOULEVARD SOUTH,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458729,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:00,,,,,,VERNON BOULEVARD,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458815,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2016,19:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
